dsp_id	title	artists	isrc	usages	revenue
fVACytuHfGXJVirNUqquJjAVdmxjAD	black religious partner certain		KPTXS4271086	29213	2.198593
ODqbMFIixNHoxlcRvwoAkrnrqhnLgQ	decide method door	Michelle Guzman	IEFOV9017368	237872	2767078.0
keFumMXiniSNNhXUuBkNoKigBqyydc	again far special not	Denise Wilson|Alexandra Weiss	CUWXS1460913	437808	32903.82439206
BnpcjhUpZseLtfgyNTpriNQhVmAjsF	into these protect decide	Carolyn Davidson	BRNQN8267602	102291	55452152.0
UzzaKKGjEJatqlLLkhlBWnbiBYrRBK	water new from produce	Katie Vasquez|Thomas Rivera|Karen Johnson|Samantha Saunders	SRIPD0350305	32467	283.33
FEFpRYFxkgYOoPGCIoaIabJHSrCXOP	most director	Mr. Brett Phillips II|Stephen Woods|Kevin Reed|David Gardner	MNNBB5412088	648797	9107879436350.0
yyYDCLYLXpvFGTSGhWJXyDliCrKVOK	choose wide me	Jay Wilson	NLDYE3594414	52352	216427794.0
ZICsIBejJfXIkDVdMDbZTXoJRNunlH	lead accept than hundred	Daniel Williams	KHXDK2436419	345346	87991601360757.0
fGxAFduVlEDklzZgldOxnKuotNEOYj	need energy	Carol Bell|Nancy Mcgrath	AUOKE1251179	264069	18990172.990461
qUVcsiypYCXTeTUFvYhXXJIokgCOKR	thus but	Steven Thompson|Shannon Taylor|Kathryn Wagner	TMEOA5529222	752833	542673367718157.0
oUMehXQGqfQrqlYdEkbxycdyXirjVs	ball must his major	Bethany Graves|Christine Roman|Daniel Thomas	SRDJS7811715	125614	5103590.0
qCbiWEljpCCJFBYzBWPZNyZlipFXUV	hand news which behavior	Keith Bruce|Molly King|Charles Lyons	MLIKC2241658	981867	967814922413846.0
lsDlDHgixhPVvaVzOfJiECUMUQXQqF	shoulder sign control	Marie Ramirez|Micheal Hernandez|Michael Austin	CYRLY3672638	592122	9.6718215295124
IfjioOYZHdApztVroUEOhEkYtBIlCi	public itself eat rate	Angela Carpenter	KWUZI0973847	957494	4.0
woxAozlIppWMLGkUIvaUzYgEKyZEUl	already try line nature	Michele Wood|Bradley Reed|Rebecca Evans|Garrett Gray	JPKJK6686096	469922	4716.559735372
zIjgUKQdbSvUeEjgdmodinRewxQmkc	system herself trial		MAPBX3288538	240256	619.78429
MqTElYrbuapflyCjopNoBCTJexqJjG	member later threat	Sandra Aguirre|Candace Phelps|Rachael Smith|Timothy Fletcher|Kimberly Cruz	MCUYR7520578	434200	63717044516383.0
rjWrrDrUmKKAnwkCwrjaWgiZPHGkQL	phone sometimes	Matthew Walker|John Park|Kerry Wall|Erin Burns|Annette Gonzalez	ADZZQ1817465	349472	912986193829172.0
UJQwuQhndJIbiPivIRbIGozJXSZGan	live attorney	Cheryl Dominguez|Kathy Roth|Christopher Montoya	VUQTP3194023	670237	98567932260923.5
HuAawKfmKMWEuDQJREuIicPMbEDqIk	effect shoulder	Melissa Austin|April Phelps|Laura Mclean	GDOKI1504925	252911	196718.0
SlChhnMNgaEYwspTgmrIunYdHnDfEJ	traditional effect recognize	Paul Carpenter MD|Molly Garcia|Catherine Haas DVM	BSPTJ0912774	914501	1098.88
UIDzWfNznptmiHOElfKnHMpfMWTTgg	range create development report	Ann Nelson|Emily Moses	FJKTS8399678	184085	50226358099.8807
VaKGXEtzMsLCscGklcBMjKztaTCeOE	environmental or	Paul Stewart|Carolyn Schroeder|Melissa Harrison	BSPXG8303931	99105	982382.39638031
aBdEdTksjmKPnLXcGtmTYCsRcRyrto	occur television character	Larry Rios II|Amy Sanchez	MYIES0503182	497370	21392685167.0
xyXKCZgYtZgqdfSPbSoxzFldKJNqJd	her race	Bonnie Glover|Kevin Byrd|Roy Hernandez|James Baker|Melissa Frost	ATCVW3307000	10259	23183262057558.4
MaQKqfHOCOVOqEvJrsaUDatgFygpvM	senior while force be	Andrea Allen|Alejandro Meza|Christopher Owens|John Harris|Mary Herrera	MTJRZ3918442	978050	60423854297.55
uMiMVWdkIfiALswxJpVOoePQdmKdKI	trip state	James Schmidt|Stacey Jones|Mary Thomas|Crystal Kelley	BWLXS9545213	228168	9504943769867.0
nCrAFpXrWnyWqtuCXdxrMCmzFdXFDn	everyone almost group	Brandon Cook|Micheal Ross|Timothy Bush	KHCZL7561100	989872	931463.92718555
DbVfsVUcvlHjQMNIxVSolGaTQWgyqs	indicate consumer	Mrs. Tiffany Hutchinson|Benjamin Holder|Jennifer Johnson	YEGNK5212326	439988	3309322578.89591
pKBdURoHlegMNglnoMFDoXMJJiIZyI	shake total author pay	Eric Glover|Kelsey Perry|Jennifer Bowman	PTMBW0220250	907476	77340123109.464
jvnXCsGPXxTmXFyjmquXxkPivmYQyn	training lot without		HTHZE5390913	548236	9342.9443
lYTKsSttWUhuZBMxOjmTcZUrYCyLgI	meeting turn above	John Phillips|Rachel Henderson|Eric Dunlap|Linda Graves	SELIA1245283	346276	14285404.19
uUAZSaUWMgxEpOxPEKQfiBzrgtAaNq	tend recently		MUUCD2269484	580250	686527759.38
KKdnrrOUsOheLpWvrWGJOmYFgvyGqj	in respond about religious		TNGMD4493542	445068	3119799281.928
WrbRLySwDPFwyLPbVFeyZLeRjiHtIx	garden travel local join	Joseph Perkins|Elizabeth Hood|Kyle Christensen MD	CDOPN7402250	824386	6.6807413442
IlEdwUQMutqmMwjiyxOPIdbRtXGuil	free throughout	Kelly Gibson|Joanna Chen|John Johnson|Kathy Mcgrath|Ricardo Miles	SIJHA0992653	828464	82996586406.706
XcNwwApquDsFHaKLRngHvFOpomTmgz	keep church very success	Brett Ryan|David Huffman|David Donovan|Melissa Hodge	HNNKT2915953	131593	51177960067930.0
QPJJmsOEDFzjKgoosvHmWxroPXDTzM	shake generation	Jeremy Love	KPWPH8029828	405048	7816.4557846623
ElzZhSbLNQnatSerFRSHANapooejoP	its ten sign instead	Larry Carter|Allen Nielsen|Cynthia Richards|Michael Allen|Laurie Webb	SMINC3381588	674755	61320216939.4
YEVEcBBLHQIFqEdjNPfOfqMlNCBeUA	technology still organization	Mark Anderson|Amanda Suarez|Edward Garrison PhD	SRPTH2810532	681446	108190.0
fkfKPKAANCBHwUSVZcLECGXOFTsRCm		Jamie Tucker	MXBHG7094811	928559	227468282202.0
oJGuEqkCabcxGWkwPZUAKZXZBvwSJE	hospital decision		DECNC3397549	992853	51348371.1240886
jbhDdnuWAnxUgxWZuQkmPaabOcHoCK	if commercial	Megan Jones|Chad Walters|Richard Davis|Wesley Moreno	FMLOH1484292	601107	32491516065569.6
SaOLyNWqJFMFijtMbZUTNuyqwegZuR	hotel day	Katherine Bond|Brent Bowen|Anthony Harding|Steven Cox|Sarah Gates	KNIFL5368884	795681	44432.1263
xGAFJiCiFPbpJMcNbdJFJiuekBmCvs	provide improve structure push		BBZUK9317128	815396	908724812299.0
biCCtCgKjqyESvBHAoGuicinCRIylN	research standard mouth	Lisa Haas|Jose Shaw|Jerry Reyes|Marie Berry|Edgar Leonard	DMEEL8730652	668500	3097720726.0
ejTuruwXEhLtLxghyfYiotkrXHjdXA	who second set theory	Jean Clark|Rick Wyatt|Pam Cross|Jennifer Sloan|Danielle Lynn	LCVXY4760897	966083	0.68
jigZcfDkRhVJUZzlAJCWaQKvOYdpSp	situation term different	Lisa Ayala|Jason Flores	SZOXV3681316	894116	97383.889
LvADNEhLwLMqSPEqwAqdkJOMbJHxwd	as approach fund	Melinda Wallace|Jacob Hicks	CLMWN2984255	803073	571320644062.36
QERPoihWnUMDvqywqTsFJURqHTplCZ	long position kind	Dorothy Willis	RWXUC6231874	546552	8.0
XNEmWXpDzVVsyavfbJUhqRmGJTdNWp	no travel	Rebecca Meza|John Sawyer	BEPEJ4307120	912036	46355869643838.1
etLwuSlVwyPQXEiOdaPuvOPNakeDCp	court culture focus	Richard Davis|Mr. Gary Garcia Jr.|Kevin Singh	ALRQW8805899	262164	500855.133933
pLtANPDKmkGAEehdIOlpIJOGVKnvIy	late traditional team	Jeffrey Dillon	NOCEH0795380	581219	9227935511.19
GynSZpJIrCkCvmxhBHpsKISadlFFZF		Michelle Fox|Michael Berry|Nicholas Taylor|Amber Gordon|Johnny Lynch	DZIEH6992151	134312	563299.1789839
BIbSuJEvRQzAHlzRZErYGJjjpFaIRg		Erika Moon	KIRTI7506937	732753	48779063605444.6
fWiwfHVfrYmygZRuVHiNIYDbLeWIqk		Sean Conway	GBXFS6159980	152677	6748107.777742
udsMCFRyPjlDcNBRhzcnGfdTBgluCr	night together tax	Dr. Alicia Robinson|Justin Hopkins	MLZBU2307416	295719	75037196826.9
iVLQawlVyxxrHZqcOPjelaYVZVxesu	month continue firm	Elizabeth Nguyen	MZWFT6813437	202849	103.57124
KBOPBWYfhcGqeRLjmFFZLFuNxFFXFa	general hot relationship simple	Allison Reese|Mark Garner|Shelia Stone		455903	1142163428.164
RhikrNNiUEUiOrnZhVbjfziHKGaNpn	seek thank	Sharon Ford|Joshua Yates	MLZIZ6551513	690471	5266176484.3
VCWLmoFXTktbZCnJRbZlgUdeaVZyir	have culture guy	Michael Allen|Joanna Lynch|David Mays|James Schmidt|Mr. Nicholas Gilmore	TODFA5977980	540293	6904.39075049
WGJbFDdiORyESOoCDPQHRNibaTIRcD	future design	Michael Gonzales|Scott Gonzalez	LRSBP2241652	964312	25099.9058685
FTQxZzioHCyxSBmABTEzoxAIJittGL	image edge	Kimberly Collier|Sharon Santos	AEDQR7974577	854135	361218.4
WgfCyppyDjMxFtWMGUHonObgWbDBUI	region sometimes woman include	Timothy White|William Sampson|Kristina Phillips|Jimmy Clarke|Katherine Freeman		66727	113.7265388958
QyANkPdHaowfLXHtWDJMoioOGQyYoS	official amount	Diane Diaz|Jordan Cantu|Jimmy Galloway|Heather Brown|Yvonne Garza	ADVXM7564075	277586	5149171.3308057
ngbesWcewmSAPkwKwrJHzIPmIcoXCz	likely special simply	Kimberly Avila|Jose Underwood	HTDQI0072853	517654	23.0
YQyDKGgvGYsAzNKTOmGkPtHzLwDRhD	conference deep successful capital	Erin Hooper|Angela Hill|Christine Lynn|James Dillon	MCDAP2819873	361384	469947.9
OHYYYbbdBWMpNFnfILLlFNsoGDexux	challenge voice amount	Jennifer Hill	BFTIO0822802	54007	3198679102.529
BgoDggYwTBsnUgLHSqcouQedGuQatN	authority good possible site	Kelly Johnson|Belinda Parker	DZVZY0693954	644021	33904846596.735
phbwMTxkFsNAquHbHlFWYZyEdizCsm	left project probably	Lisa Morris|Veronica Yang|Stephen Foley|Dylan Hernandez|Amy Zavala	LKHPJ8736822	361337	54.4696665
qkhJAehfTUBQfoJXIhRUAHMgxMzgYI	position reveal sister	Dr. Alison Mendez|Tracey Parker	ARUPJ1914642	111270	54877277447979.6
wstMJHLthREDZQNkneWfyiDZVlVIfB	foot event	Jennifer King|Raymond Clark|Stephanie Ortiz	OMNPQ8739346	678735	6794999267.1
dqrUZeLEfUMrAXSKzkzHBNTmxdBvUU	claim learn reason recently	Melissa Sims|Jeffrey Boyer|Dillon Harris|Eric Murphy	PHEFX0934342	359471	511673128869.0
WBClsVvjyqgCfQuKOSUocwKTCuXALJ	together crime	Jonathan Khan|Bruce Flores|Guy Keith|Nicole Clark|Jacob Burton	PWKVG0999250	319925	20255575758.321
BXJCiXpyWfizhwtDlbVwkKlxNSzrIy	occur reflect	Tyler Wagner|Kimberly Greer|Tom Rodriguez|Steven Cook|David Ramirez	CRPCQ0960031	846681	7647732934.32
VaeozxnpbqnNCjCeRuhKtExvBqusYW	surface far simple	William Dawson|Katherine Price|David Rogers|Timothy Williams|Nicholas Pierce MD	CLSKS9898137	667230	259798732.43
UZXQDjfGwjmsSdpuchddAYPQBstqST	picture source though	Beth Chan|Garrett Jenkins|Sophia Ward|Robert Griffin|Angela Brown		604294	70127.0
dcZnOKeaNUoSxcuuJJudCmdxzAXPWN		Susan Watson|Wayne Proctor	NAQRV8265076	787	4423.676
QIJmqWqplKyJbdkqiJyGQHikibZpcf	officer must	Karen Johnson|Danielle Copeland|Emily Rosales|Paul Walker		787782	11589668.3
RPInjWqhgtzJYehNDGfgoDtEmeNjRf	short physical	Mitchell Mcconnell|Kimberly Adams	FMHWV9484183	182394	2429949903.303
TvjupHVhozoBDdGJmxeYlFnIWaQkvM	common surface	John Melendez|Michael Hunter|Diane Williams|Micheal Warren|Daniel Burnett	CIAGL4841505	843914	921.3699100725
mhkmcJXizmbVZvBukPIKXaKqUgrmlW	purpose real	Nicholas Stewart|Rebecca Patel MD|Tammy Long|William Martinez	RSXNT7906044	586739	462948.0
veYAdxFCNCozJOfxYXjIOXUXnbabSb	standard leave	Courtney Carter|Charles Bradshaw	CUAOH8687712	469014	7657719318270.64
cYtIMcEPILQHqTZgzAKIGRaTVKYdDx	friend conference today unit	Elaine Chandler|Donna Simmons|Jamie Oneal	SLMQX9453005	165577	724504864220.0
FaOyxxhnWhHeYQfuAazhXttpfjRFiF	wall parent green father	Adrian Small	MRRMY2996497	350849	34152455.6527007
AKgKtZPIsqsPbxKsapDnoBDvNKWryY	technology worker although cup		MMQMU6046538	773072	7.92
WkSrYKMlxuYAIsJaFQKQrxHLpkWtyi	nearly tough full	Anthony Savage|William Thomas	NGIVU1770027	740743	2162.36063799167
XwPGESkRJSyfxaQiSLtcOWayaHwqqj	share participant song		MTRUL6077524	469912	9071528802.7
FIpvdWagXIStKoPruUiPzkErcnjHRJ		Isaiah Smith|Tyler Carter|Megan Costa|Lauren Roach|Joseph Boyer	TGLCR2527177	834799	6047643987046.9
YgSmAASLvaerRGvyyoCiywgKPOMKHM	action left more	Emily Dunlap|Stacy Greene	UGEVE7237217	52728	666295345008.1
EMmUyKkPNPgFvZimGXgtCPDGmRrwGi	cut billion middle	Lori Clark|Jeffrey Goodwin|Penny Carter	KHTGI1646724	307886	31609.937
PtODqNrEidfEVrXelhNhwRgDsyMGnh	free staff	Casey Preston	ECZGV2097342	689455	663651423477.58
voPfhpLHsurndzVrQIdvTGXBFVpXYT	particular north hotel	Brenda Jackson	NPEVZ6871451	73874	6270874964445.0
ilpjNGpMbiZKkgIvuXpXBnwfOEVeVE	language radio turn	Laura Lang|Bridget Phillips|Sarah Williams	GHJHD4880646	871363	256554868655461.0
FpZcNJdzYIRkbZJjUHGzlsxQPbqOXY	organization money	Scott Collins|Joseph Gonzalez|Dana Powell|Elizabeth Hodges|Michelle Michael	DMIMB4724124	765835	726647.3
NPDQMYrgkuCpMiaDpwqZGwfUbixEey	crime seat treat		PTLNC6479152	189116	3589212202.2071
AxLzDextneavmbEHYAOcFxDUDTHlDk	fact sell arrive	Roberto Cooke|Kevin Holmes|Katrina Thompson|Cindy Edwards|Angela Kim		244700	82555.0
dkGgwFvBeqYQLZyoAZBMtLGzhwoxPm	outside professor	Carrie Skinner|William Higgins	KPTGC4400737	92601	9.561
sPFIJWEVFlSCCYToCcoSTLEmTmJJnh	treatment box prove	Karen Frank|Daniel King|Elizabeth Ellis|Austin Adams	IDBCK6365385	358658	806088446447.6
lwDftmRKyRpcJwaRewrkHMaOzzZNqQ	question indicate song	Lisa Murphy|Ronald Hernandez|Kimberly Johnson|Gloria Johnson MD|Dustin Morton	WSCVV3480360	988989	894487622556.39
JpvPEzxpCJzNHfJZSNYKBbeipRjQfS	space others do	Briana Compton|Albert Davis|Geoffrey West	UZYNM6257773	740700	59148901.103
zWVtBuHWmADaPyvCeebPehMzCNnXTC	despite surface note fight	Christopher Bradley|Jennifer Owens|Walter Campbell|John Smith|Shawn Jensen	SMRQZ6349138	491874	5.684
HoEoiUYIMSSsdnXGyZRPJGUucCPQuy	would present	James Phelps|Craig Martinez	EGJCI2361950	674232	
CmUmdOZBBKfYCiZTDCdxnbnaucoUrL	home far	James Juarez|Reginald Wall	BWTYT8064238	116894	1338.833302005
TSBzGbidfrgFHdAxtsNEukfPHnmnMI	resource receive	Dennis Watson|William Dixon|Edward Poole|Rachel Nunez	JPZNU9162139	161690	43472.34866
iUwpYDsmdHUjsTpSkvvIaUwgEYcgnW	anything there help	Nicole Harris		486906	7837912.55608347
hBJNsltTHERjGsJlRojKJIXuKNGncj	good discussion	Christian Hogan|Matthew Horn	NPNSS6600508	743405	246098.96
OtycAVHhanIlEfdEjYVoipHWestHdk	against garden left half		PHZWU3623076	888450	29013600180.0
LftcCVfTILxbTubjnUHobheGcEMdkC	above her	Jon Morrison	FJMFV9848912	706063	48550544.357
KeKyLKoTFnunZcSmtJqQcoweZFTojj	result talk reach	Kevin Manning|Jonathan Martinez		857237	20.34
pVTwzcvggjhUlvdbKvkJgwKBnQtWPf	during me environmental oil	Stephen Gomez|Christopher Gross|Joel Alvarado|William Wallace	VAYJG1655505	385943	15.5051224642
ahZQyPQjPztkFXiNCuGFKfvNSHzEAJ	economic laugh truth	Ashley Moyer|Robert Edwards|Gabriella Warner	BFGNT0274462	878866	22753024113.9825
PKMuPRCMBTSYRcJqzKyWNcXcWqGdxs	establish do gun very		KMGBV0879371	448030	356091435171176.0
xeTqGhFOlzuRQxTqVgIXKgMqZncukI	strong six available month	Shelly Baker	NRBIH0321996	711215	3417214029.532
RtuIVjwNYrFtRmyggIaFtvBSHBdNYt	some day	Brenda Harris|Hannah Ford|Kathleen Acosta|Michael Ortiz	KNDXB1136361	841603	29.74
WCmhBffIZQGRFtFnuGxtOkIVXanOEm	TV statement several	Bill Franklin|Matthew Smith	CZCSY7062279	524457	32.9929784818
inLQndPIjVdVUxtkAZElgKjIoDHbTg	focus unit occur product	David Richardson|Felicia Davis|Sarah Ramos|James Johnson	VCGGS0935856	579934	26606182484658.0
ditCbgtfTaLYpPEFskQYBaUlUjNqaV	who property south social	Brandon Rivera|Matthew Parker|Erica Frost|Sean Waller|Jonathan Grant	BJOKH8953405	344036	19504836.0
EDKOzKTYWlxUhIiZRpqnackHqiGgcR	explain ability	Robert Fleming|Sylvia Gibson|Meredith Wilson|Elizabeth Holloway|James Wagner	MUEOG4487867	844732	5948696903501.96
EmWqDfHVAHUSKKNyrTYDuJmQNYDbmM	sport food	Doris Smith|Scott Jordan|James Ramirez|Guy Li	MLLCU2462794	174974	476791928453982.0
HVfecxjbiZSmhhnlkSmYLIuPPbIApu	air industry check	Sandra Delgado|Denise Snyder|Tyler Herman|Tanya Fuller	GMZOS7845029	317219	912344.0
cxVUFVXELAuZIzcwYPyydDltROdwWi	else once seek security	Joseph Wilson|Mark Cooper	ITSYJ5373106	268422	7764414349148.6
yOJhniAgktWijPdBabHzSIUBWLcVTD	machine quite vote consider	Erica Woodard|Cody Anderson|Shane Kaiser	SCRPG8684715	17729	926837744.62481
CfMKmSAgLhtFBsOJnQVObNqPmayeFW	create police fear like	Vanessa Ellis	KRYUA2077563	379078	675679360.839
sVzMXapQUrHCfmalZvYbIRgsIyMlKT	help glass	Patricia Morales|Christy Hatfield|Daryl George	EEERK5821366	108235	5033187511352.2
gcUTapUIOcJZfkZXTijVuQoiUNjimc	form arrive		CMYKW5951318	526585	6229122.63
jEpaVfGcWxYnNuWIXCjqSFGqmfMRYZ	beat each		RUYUR8874409	437612	94517941.41
GEEKPcPXCOkGgEwUOSeTCzsWUmDxPx	attention high look lay	Juan Ballard|Jennifer Woodard|Jennifer Walker	AEHDQ7234563	454088	62.49202543
wVhEZruppxoBUWEVrbzRVdTLwfNqLF	read fill again so	Michael Knapp|Sarah Lutz|Caitlin Downs|Phillip Chavez|Mandy Crawford	UAKEG1340692	648133	345792643387320.0
uVTdgdmZKdPhQdKmmEJqRdgSPmafcq		Paul Wallace|Andrea Brown	GWGWU8315170	835785	23432183482595.3
yiyrKbVbzrUBVZEuPyFrBPClqGBxHQ	reduce blood may opportunity	Janet Ramirez|James Davis|John Davis|David Nicholson|Justin Brooks	SGWKT3104374	28695	38816125954.794
KbcatVdVQAuiSYjeKpjPokmRlIULtb	visit lead	Eric Stone	GRIKR0989437	216782	3.925508799
pZQXseFANjnjZWPpdZVCHbzCZrLNXd	try before college	Christopher Conway|Jessica Santiago	BRTSF6648552	478190	4465119232278.8
xQHldkXMEqdgIETjhUgEOWKGoQahUa	happen become	Andrew Galvan	JODBJ6028682	105967	983837269863568.0
WVBHySuqGZlOiawuiXbofepvxAXXNL	establish less various major	Debra Garcia|Mrs. Catherine Lopez MD|Scott Mcbride	TLVOV8807779	879982	416713656692.0
mZnQpTWpxIHWTSFfPBJvhNfKRsotvS	couple understand fear within	Monica Brown|Scott Sherman	ZWEMA5509605	665180	8760440310993.0
zRygMhNgRMNuCbhMPSFQjdEGrBVdaT	wish fill interview	Alexis Benton|Mark Phillips|Benjamin Moore|Gabrielle Baker|Heather Moreno	QAPGX7260472		
UFuqVtkTkwoUsDUPXGVljCbytXQECm	adult recognize draw chance	Manuel Olsen	BDWHC5292808	220625	6.147451650561
lAGWsEuAYKSnEEQJXMfqmfKHhlsULv	teach they foot	Michael Watkins|Michael Carrillo|Tara Key		355661	96420882.283367
pPeerxvAtbzBmelvQxDKLSBIXaBOwM	table dog	Allison Hicks|Richard Jones|Jason Johnston	ZAXJP5127653	354858	3975625.881
PLBGhUJcoPoIqeUOCXFsyEtUyEgpja	all sport maybe expect	Kiara Neal|Daniel Riley|Courtney Blake|Matthew Johnson	DJYHZ7868253	927055	198157501337.28
BvUivKqcRxaevuQIAvoNjUrilZuSCE	visit somebody certain	Amanda Cowan|Cheryl Garcia	LIOZS0007555	331086	1.0
FuwlaayOauAZTsNtgIKkkIyVgjmbQs	impact wrong season white	Christine Weaver|Jamie Gonzalez PhD		552428	25105465994243.0
QwyeZwYzKuEVLqshrDdqHWjakDAWHC	per official bad	Lisa Hess|Erica Ruiz|Matthew Lee MD|Dr. Karl Mcdonald|Chelsea Lane	BGCCL1917747	496422	1327700731.9222
esZUmaecuLNkDbcgQoNezLSblsIHPN	environmental whom least	Jonathan Carrillo|Nichole Webb|Laurie White|Jessica Weiss	ARVDH6885344	993836	56860779.479157
JIABvUMnDxlJSYYIVMMOIxZLSgolMW	medical where	Nathan Snyder|Barry Smith	SOJLL7345589	235835	93846.37589853
gQtBeMUrHMvVQHRzbAkqfiQjwisRHT	share final nation	Kathleen Collins|Jon Glass|Robert Miller|Kimberly Gentry|Dana Clark	ECIKB6147225	853028	589.4291453
mlUXNTLdvvGFQHvOfpAEVfIlDcpzeI	success strong themselves	Austin Baker|Nicole Herrera|Tara Hamilton|Angela Kramer	ROUGO5447641	444723	29.2756
HUbPKlrOikZjHDtvntptNQuOhOOgFC	tough century	Kelly Martinez|Jessica Washington|Eric Bauer|Micheal Bryant|Paul Baker	ISALB7366078	179747	7388372436471.0
IYCTUAKPfyUcJcUVjxsCINnlopaqKW	plan popular	Miranda Ellis|Connie Crawford|Barbara Gonzalez|William Stevenson|Michele Kirby		654086	768592.9
KRhmnDwnBtahXSPAjNfCRCMfgHGvOs	entire miss	David Wilson|Tamara Galloway	AFCDL0195142	510520	88491682.0
hYwkkeFsgpPZRGHAjhfPpsDzUmJCBM	age likely camera	Nancy Sims|Brooke Little	IRCGQ9806889	832910	27731085010434.7
ykzDvkhcKNeSuzegEWgaRuhdsGLKfF	less grow	Valerie Avila|Carlos Nolan|Crystal Cuevas|Mrs. Karen Price PhD|Angela Long	WSMYH8696401	467805	92525715197772.9
RWuQlKSHFKFnKbRIevrqqTqphydxjW	base state	Emily Ho	GQXPH1197132	639312	20823.5521
BNRFKUeYtWMsujHBRHFBFwnaXCmXag	understand pretty	Paul Lindsey	GREJF4066600	189095	2.854892
OtxianFggZzzgYbcuwMQKnxgNHcBET	national fine defense	Jeffrey Petersen|James Ray|Ashley Trujillo		740265	1177.70775815297
DwnjnlazGRUBOWIguzNBEyECMRiEpv	financial run late inside	Todd Myers|Melissa Buck|Wanda Bridges|Heather Gutierrez	GATTP1355083	9010	505.4085743839
GadMccpLasacGMjmetICuZYoWbwSle	Mr hundred public	Kathleen Becker|Jeffrey Sherman|Monique Jones	ZMVZW2518718	828632	295344191542.886
hlktSnDYQsglBjaSrnOtQTjurmGoqZ	ever give his	Logan Wright|Jean Hernandez	CZMNS3430339	894701	63745.635235
FOaqbyBsTytZucIfvzEGohcqUGsHUG	west probably trial risk	James Thomas	TTVKU5281853	834868	39184242036.0
TQKCDrVxYyCmzXyaXUOWCVdEtlbJCz	evening television significant allow	Robert Rogers|Cheryl Smith	NOAXL6062628	130297	90.0
BfhWLjjDKVfRmFyfiGposdcnXkygqS	factor standard debate world	Vicki Parks|James Martin	GMSFM8557736	345626	3671028.746
BxfcAhGogCJqKDCeuvhZBdIhtpfuhs	relate likely ground quickly	Vanessa Rogers|Brett Grant	MAQFK2792418	794453	91585288.9738
owWDrhHBOjRAgfTNDDgJrTTRdUFLox		Tracy Chavez|Kelly Ayala|Katie Anderson|Mrs. Kimberly Watts DDS	JOGQI6970485	618001	0.8270093
YzVNpFovlPGDHzVqZobYEynbNEVNBB	meeting girl him	Brian Robinson|Jennifer Hendrix|Meghan Payne|Amanda Downs|Jared Best	PHEZD6648122	224857	871008121705240.0
PeTzhDVthcpAluAGwpUbQxhEzvktgD		Matthew Lucero|Rodney Vega|Nicole Jimenez|Todd Diaz	IEXLA4237044	527670	9257326332.0
ysyoVcxcmWZaPkiJzQBEgkDAkkrrMP	morning himself	Shawn Thomas	TNSJE5654087	983339	91.68953
WdTXFeVgNxrpmkCqSSybJluqVXxYwF	goal option now along	Mark Wright|Kathy Bates	VAMFO5492480	533498	79275289846547.5
WhqqaDYVwlcNSiJakjjwIUPARwwKxq	risk start beat sea	Luke Giles|Elizabeth Riley	LSJUD8253146	749188	991529.73
NCByEeRjYTAPXKaUeOwKalJnOZPuKW	second into	Bradley Brown|Holly Johnson|Spencer Weiss|Chase Johnson|David Smith	LTWTO0588496	436030	481601346.0
lkvuDtoTSQrFEKwUwHTeMkQgmRQZwD	glass leader whatever	Edward Stanley|Meghan Bass|Donald Gomez	FJXUK5666121	597873	4990998025.7015
LEnZjuGbagYlkgrrybHHDcbzEeaRAi	health notice talk	Breanna Rodriguez|Kelly Parker|Melissa Williams	LTDXZ4863646	455467	2551367010753.0
iQBYGFmyJydrdOVQcUfTcRuquFtJbl	forward even least	Monica Wise|Shelby Mccoy|Cesar Fox	HTJYO4063855	400564	4.72
BrVHCvGOGLrRKUrfGmqDekNfcZNDnF	remember per	Gerald Price Jr.|Bruce Evans|Debbie Huang|Allison Booth|Mrs. Brenda Franklin	MCJCO2364018	785655	7621078733.364
ehUlMpWULSQsllnPBCQGQYvyRhsvku	action she theory	Curtis Bell|Katherine Wong|Jonathan Scott	CIVUH6383444	259871	6880776.25
mLrwNsCeKtbxXEdoapaVcrjnGkBafo	speak assume scene	Justin Wall|Lisa Cohen	IRKMZ9532619	607394	8.7
MCfpfRlEPUyiUvyKAAXCvjaeyvLVmt	movie simply cut add	Andrew Douglas|David Herring|Andrew Clark|Jeffrey Mcdonald|Nathan Flynn	KHDIF8393673		837882879797.27
KDhhQwRkMXHiuVSUscowxMQqUBDZrz	inside student team listen	Susan Davis|Cynthia Wong	ALUQR7750407	571024	1978.631
TyKowfyGCjkYJoYHWLOOdRsjwAbhfz	others just arm	Mia Chen	MHGFU1927206	170011	85465218248.3
yLUCszrgmhLECpwtDntuPvqUNnfjKw	college from discussion network	Amy Powell|Melissa Cameron|Jennifer Carlson	BTNRF6562947	383814	8920.9863271
VBKQxGvvbDqTbUtNXKIhuwKsrLPhTc	bring hold edge fire	Stacy Campbell|Jennifer Miller		352623	4101.4032263
hgSHoWsrmWSIyqJDlYOMzLgYGjNtZZ	century only	Monica Blanchard|Lisa Daniels|William Lewis	SVDKH7194078	373669	15002842.9737405
AnccMbNupoGxTmeRfyLgVTvsuNKFNb	class government	Renee Baker|Jose Perkins	BIIQQ7733802	870778	149830522420193.0
wrysttEiyzMLWdTqKWcJSqNLAyvuGg	control note home	Jennifer Mcneil|Rebecca Henry|Bryan Jenkins	IEMIX3345275	567327	15913210363.0
